supplement_id,name,vendor_code,class,external_ref_id,active,description,vendor,dosage_form,strength,unit,additional_object,additional_id,additional_nicknames,additional_type,additional_charge,additional_plan_ordering_instructions,additional_addedby,additional_dateupdated,additional_url_supplement_details,additional_inactive,additional_created
419,B-Complex,,mdhq-default,,True,,,,,,supplement,419,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/419,False,2017-03-29 22:22:23
420,Bacillus coagulans (Lactobacillus Sporogenes),,mdhq-default,,True,,,,,,supplement,420,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/420,False,2017-03-29 22:22:23
421,Bacopa,,mdhq-default,,True,,,,,,supplement,421,Brahmi; Bacopa monnieri; Antioxidants; saponins,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/421,False,2017-03-29 22:22:23
422,Banaba,,mdhq-default,,True,,,,,,supplement,422,"Banaba (Lagerstroemia speciosa) ; Corosolic Acid; Banaba (Lagerstroemia speciosa) Extract  [leaf] (ID: OE0190500); Banaba Extract; Banaba Leaf Extract; Glucosol; Glucosol, (Lagerstroemia speciosa Extract or Powder) [leaf]; Lagerstroemia speciosa; Pride of India; Queens flower",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/422,False,2017-03-29 22:22:23
423,Barberry,,mdhq-default,,True,,,,,,supplement,423,Barberry (Berberis vulgaris) ; Berberis (genus),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/423,False,2017-03-29 22:22:23
424,Barley,,mdhq-default,,True,,,,,,supplement,424,Barley Grass (Hordeum vulgare) (plant); Barley (Hordeum vulgare) Grass or Leaf; Barley (Hordeum vulgare) Juice Concentrate or Powder; Barley (Hordeum vulgare) Malt Extract or Concentrate (ID: 977023736); Barley Bran; Barley Grass; Barley Juice; Barley Malt; Hordeum vulgare; Malt Barley,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/424,False,2017-03-29 22:22:23
425,Bayberry,,mdhq-default,,True,,,,,,supplement,425,Myrica cerifera; Candleberry; Wax Myrtle,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/425,False,2017-03-29 22:22:23
426,Bayberry bark (Myrica cerifera),,mdhq-default,,True,,,,,,supplement,426,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/426,False,2017-03-29 22:22:23
427,BCAA Keto (3:1),,mdhq-default,,True,,,,,,supplement,427,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/427,False,2017-03-29 22:22:23
428,Bee Pollen,,mdhq-default,,True,,,,,,supplement,428,"Selenium (amino acid chelate); Selenium (as L-Selenomethianine); Selenium (as selenium chelate); Selenium (as Selenium Yeast); Selenium (as Selenomethionine); Selenium (as Sodium Selenate); Selenium (Selenomethionine); Antioxidants; Vitamins A, C, D, E; Selenium",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/428,False,2017-03-29 22:22:23
429,Bee Propolis,,mdhq-default,,True,,,,,,supplement,429,Propolis,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/429,False,2017-03-29 22:22:23
430,Beet,,mdhq-default,,True,,,,,,supplement,430,Beta vulgaris; Garden Beet; Sugar Beet; Mangel Wurzel; Betaine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/430,False,2017-03-29 22:22:23
431,Benfotiamine,,mdhq-default,,True,,,,,,supplement,431,Benphothiamine; Form of Thiamin; S-benzoylthiamine-O-monophosphate; S-[(Z)-2-[(4-amino-2-methylpyrimidin-5-yl)methyl- formylamino]-5-phosphonooxypent-2-en-3-yl] benzenecarbothioate,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/431,False,2017-03-29 22:22:23
432,Bentonite,,mdhq-default,,True,,,,,,supplement,432,Trace Minerals; Montmorillonite; Hydrated Aluminum Silicate; Sodium Montmorillonite,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/432,False,2017-03-29 22:22:23
433,Bergamont Citrus Bergamia Risso Polyphenolic Extract (fruit),,mdhq-default,,True,,,,,,supplement,433,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/433,False,2017-03-29 22:22:23
434,beta Ecdysterone,,mdhq-default,,True,,,,,,supplement,434,Ecdysterone; 20-Hydroxyecdysone; Ecosteroid; Leuzea carthamoides (source); Anabolic agent; Brazilian ginseng (source),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/434,False,2017-03-29 22:22:23
435,beta-Glucan,,mdhq-default,,True,,,,,,supplement,435,"Beta Glucan; beta-1,3-Glucan; beta-1,6-Glucan; Oat Bran; Baker's Yeast; Mushrooms",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/435,False,2017-03-29 22:22:23
436,beta-Hydroxy beta-Methylbutyrate,,mdhq-default,,True,,,,,,supplement,436,B-hydroxy B-methylbutyrate monohydrate; Branched-chain amino acid (BCAA) metabolite; Alfalfa (source); Leucine metabolite; HMB,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/436,False,2017-03-29 22:22:23
437,beta-Sitosterol,,mdhq-default,,True,,,,,,supplement,437,Phytosterol; Beta Sitosterol,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/437,False,2017-03-29 22:22:23
438,Betaine,,mdhq-default,,True,,,,,,supplement,438,Belaine HCl; Betain HCl; Betaine (From 328 Mg Of Betaine Hydrochloride); Betaine (trimethylglycine); Anhydrous Betaine; Betaine Anhydrous; Betaine anhydrous (Trimethylglycine) (TMG); Betaine HCl; Betaine Hydrochloride; TMG; Trimethylglycine; Trimethylglycine (TMG); Trimethylglycine Hydrochloride; Oxyneurine; Glycine betaine; Lycine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/438,False,2017-03-29 22:22:23
439,Betanin,,mdhq-default,,True,,,,,,supplement,439,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/439,False,2017-03-29 22:22:23
440,Bilberry,,mdhq-default,,True,,,,,,supplement,440,Anthocyanidins; Bilberry (Vaccinium myrtillus); Bilberry (Vaccinium myrtillus) (fruit extract); Anthocyanins; Anthocyanodins (Anthocyanosides); Bilberry (Vaccinium myrtillus) Extract [fruit]; Bilberry (Vaccinium myrtillus) [fruit]; Bilberry Extract; Vaccinium myrtillus; Huckleberry; European Blueberry; Whortleberry,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/440,False,2017-03-29 22:22:23
441,Bioflavonoids,,mdhq-default,,True,,,,,,supplement,441,Citrus Bioflavonoids (Citrus limon) (fruit); Polyphenols (including Leucoanthocyanidins); Proanthocyanidins (from pine bark and grape seed extracts); Pycnogenol (French Maritime Pine Bark); Pycnogenol (Pinus pinaster) (Maritime Pine Bark Extract); Pycnogenol Bark Extract; Quercetin (as Dimorphandra mollis); Quercetin (Dimorphandra gardina) (root); Quercetin (from Sophora japonica leaf); Quercetin dehydrate (water-soluble bioflavonoid); Quercetin Dihydrate; Rutin; Rutin (Dimorphandra mollis) (fruit); Rutin (From Buck Wheat (Fugopyrum Esculentum)); Rutin (from Sophora japonica leaf); Rutin Bioflavonoid; Catechin; Citrus Bioflavonoid Complex; Bioflavonoids (unspecified); Epigallocatechin Gallate (EGCG); Fisetin Extract; Flavone Complex; Flavone Glycosides; Flavonoids; Hesperidin; Polyphenols; Proanthocyanidins; Proanthocyanins; Pycnogenol (Pine Bark Extract); Pycnogenol (Pinus maritima) Extract [bark]; Quercetin; Quercetin (Pentahydroxyflavone),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/441,False,2017-03-29 22:22:23
442,Biota Seed Powder,,mdhq-default,,True,,,,,,supplement,442,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/442,False,2017-03-29 22:22:23
443,Biotin,,mdhq-default,,True,,,,,,supplement,443,Biotin (as biotin triturate); Vitamin B-7 (Biotin); Coenzyme R; d-Biotin; Vitamin H,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/443,False,2017-03-29 22:22:23
444,Birch Bark Extract (4:1),,mdhq-default,,True,,,,,,supplement,444,Betulinic Acid; Betulin; Triterpene; Birch Bark Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/444,False,2017-03-29 22:22:23
445,bis-Carboxyethyl Germanium Sesquioxide,,mdhq-default,,True,,,,,,supplement,445,"Organic Germanium; Germanium Sesquioxide; Source of Germanium; Butanoic acid, 4,4'-(1,3-dioxo-1,3-digermoxanediyl)bis-; Germanium-132",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/445,False,2017-03-29 22:22:23
446,Bitter Melon,,mdhq-default,,True,,,,,,supplement,446,Bitter Gourd; Bitter Gourd Extract; Bitter Melon (Momordica charantia) Extract [fruit]; Bitter Melon Extract; Momordica charantia,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/446,False,2017-03-29 22:22:23
447,Bitter Melon (Momordica Charantia)(Fruit Extract),,mdhq-default,,True,,,,,,supplement,447,Bitter Melon (Momordica charantia),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/447,False,2017-03-29 22:22:23
448,Bitter Orange,,mdhq-default,,True,,,,,,supplement,448,Citrus aurantium; Fructus aurantium; Bitter Orange (Citrus aurantium) Extract/Juice [fruit]; Bitter Orange Extract; Source of Synephrine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/448,False,2017-03-29 22:22:23
449,Black Cherry,,mdhq-default,,True,,,,,,supplement,449,Prunus serotina,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/449,False,2017-03-29 22:22:23
450,Black Cohosh,,mdhq-default,,True,,,,,,supplement,450,Black Cohosh (Cimicifuga racemosa); Actaea racemosa; Cimicifuga racemosa; Black Cohosh (Cimicifuga racemosa) Extract [root]; Black Cohosh Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/450,False,2017-03-29 22:22:23
451,Black Currant,,mdhq-default,,True,,,,,,supplement,451,Black Currant (Ribes nigrum) Oil; gamma-linolenic acid; GLA (gamma-Linolenic Acid); Polyphenols; Ribes nigrum,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/451,False,2017-03-29 22:22:23
452,Black Elderberry berries (Sambucus nigra),,mdhq-default,,True,,,,,,supplement,452,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/452,False,2017-03-29 22:22:23
453,Black Pepper,,mdhq-default,,True,,,,,,supplement,453,Pepper Fruit Extract (Bioperine); Bioperine; Black Pepper (Piper nigrum) [plant] (ID: EC3449000); Black Pepper Extract; Black Pepper Extract (Piper nigrum) [fruit]; Piper nigrum; Piperine; Source of Piperine; Piper Nigrum Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/453,False,2017-03-29 22:22:23
454,Black radish powder (root),,mdhq-default,,True,,,,,,supplement,454,Raphanus sativus; Raphanus niger; Black Radish Root,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/454,False,2017-03-29 22:22:23
455,Black Tea,,mdhq-default,,True,,,,,,supplement,455,Black Tea (Camellia sinensis) Extract [leaf] (ID: CJ1260000); Black You; Black You Tea (Thea sinensis) [leaf]; English Tea; Fermented Camellia sinensis; Thea sinensis,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/455,False,2017-03-29 22:22:23
456,Black Walnut,,mdhq-default,,True,,,,,,supplement,456,Juglans nigra; Essential Fatty Acids,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/456,False,2017-03-29 22:22:23
457,Blackberry,,mdhq-default,,True,,,,,,supplement,457,Blackberry (Rubus fructicosus) Extract; Blackberry (Rubus fructicosus) [berry]; Blackberry Extract; Rubus fructicosus,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/457,False,2017-03-29 22:22:23
458,Blessed Thistle,,mdhq-default,,True,,,,,,supplement,458,Cnicus benedictus; Holy Thistle; Bitter Thistle; St. Benedict Thistle,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/458,False,2017-03-29 22:22:23
459,Blue Cohosh,,mdhq-default,,True,,,,,,supplement,459,Blue Cohosh Root; Squaw Root; Caulophyllum thalictroides; Papoose Root,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/459,False,2017-03-29 22:22:23
460,Blue Green Algae,,mdhq-default,,True,,,,,,supplement,460,Aphanizomenon flos-aquae; Cyanophyta; Cyanobacteria; BGA,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/460,False,2017-03-29 22:22:23
461,Blueberry,,mdhq-default,,True,,,,,,supplement,461,"Antioxidant; Blueberry (Vaccinium corymbosum) Extract, Juice or Solids [berry]; Blueberry Extract; Vaccinium angustifolium; Vaccinium corymbosum",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/461,False,2017-03-29 22:22:23
462,Boldo,,mdhq-default,,True,,,,,,supplement,462,Boldo (Peumus boldus); Peumus boldus; Boldu; Boldoa fragrans,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/462,False,2017-03-29 22:22:23
463,Boneset,,mdhq-default,,True,,,,,,supplement,463,Thoroughwort; Eupatorium perfoliatum; Feverwort; Indian Sage; Wood Boneset; Crosswort; Sweating Plant,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/463,False,2017-03-29 22:22:23
464,Borage Oil,,mdhq-default,,True,,,,,,supplement,464,Gamma-Linolenic Acid; Borage (Borago officinalis) Oil [seed]; Borage Seed Oil; Borago officinalis; GLA (gamma-Linolenic Acid),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/464,False,2017-03-29 22:22:23
465,Boron,,mdhq-default,,True,,,,,,supplement,465,Boron (as ascorbate); Borate; Borogluconate; Borogluconate (Boron gluconate); Boron (unspecified form) or Borate(s); Boron Amino Acid Chelate; Boron Amino Complex; Boron Aspartate; Boron Chelate; Boron Citrate; Boron Glycinate; Sodium Borate; Sodium Borate Decahydrate,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/465,False,2017-03-29 22:22:23
466,Boswellia,,mdhq-default,,True,,,,,,supplement,466,"Boswellic Acids,; Boswellia (Boswellia serrata) Extract, Resin or Gum; Boswellia serrata; Boswellin; Frankincense",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/466,False,2017-03-29 22:22:23
467,Bougainvillea,,mdhq-default,,True,,,,,,supplement,467,Source of Pinitol; Bougainvillea spectabilis,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/467,False,2017-03-29 22:22:23
468,Bovine Cartilage,,mdhq-default,,True,,,,,,supplement,468,Mucopolysaccharides; BTC; Bovine Tracheal Cartilage,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/468,False,2017-03-29 22:22:23
469,Brindall Berry ,,mdhq-default,,True,,,,,,supplement,469,Brindleberry; Bitter kola; Camboge; Garcinia,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/469,False,2017-03-29 22:22:23
470,Broccoli,,mdhq-default,,True,,,,,,supplement,470,Broccoli Cruciferous Extract; Broccoli Floret and Stem; Brassica oleracea; Broccoli (Brassica oleracea) Powder/Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/470,False,2017-03-29 22:22:23
471,Bromelain,,mdhq-default,,True,,,,,,supplement,471,Digestive Enzymes (protease); Pineapple Enzyme; Protease; Protease (Proteinase),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/471,False,2017-03-29 22:22:23
472,Brown Rice,,mdhq-default,,True,,,,,,supplement,472,Brown Rice Bran; Hulled Rice; Whole Grain,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/472,False,2017-03-29 22:22:23
473,Brown Seaweeds (Padina pavonica),,mdhq-default,,True,,,,,,supplement,473,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/473,False,2017-03-29 22:22:23
474,Brussels Sprout,,mdhq-default,,True,,,,,,supplement,474,Brussel Sprouts; Brassica oleracea; Wild Cabbage,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/474,False,2017-03-29 22:22:23
475,Buchu,,mdhq-default,,True,,,,,,supplement,475,Buchu (Agathosma betulina) (Leaf); Agathosma betulina; Barosma betulina; Buchu (Barosma crenata) Extract or Powder [leaves]; Buchu Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/475,False,2017-03-29 22:22:23
476,Buckthorn,,mdhq-default,,True,,,,,,supplement,476,Buckthorn Bark (Rhamnus frangula); Buckthorn (Rhamnus frangula) [bark]; European Alder; Hart's thorn; Rhamnus cathartica; Rhamnus frangula,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/476,False,2017-03-29 22:22:23
477,Buckwheat,,mdhq-default,,True,,,,,,supplement,477,Buckwheat Flour; Beech Wheat; Beech Nut (source); Source of Rutin; Fagopyrum sagittatum; Polygonum fagopyrum,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/477,False,2017-03-29 22:22:23
478,Bupleurum,,mdhq-default,,True,,,,,,supplement,478,Bluperum,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/478,False,2017-03-29 22:22:23
479,Bupleurum (Bupleurum Chinese)(Root),,mdhq-default,,True,,,,,,supplement,479,Bupleurum (Bupleurum Chinese),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/479,False,2017-03-29 22:22:23
480,Burdock,,mdhq-default,,True,,,,,,supplement,480,Burdock Root; Arctium lappa; Burdock (Arctium lappa) [root],Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/480,False,2017-03-29 22:22:23
481,Butchers Broom,,mdhq-default,,True,,,,,,supplement,481,Butchers Broom (Ruscus asculeatus); Ruscus aculeatus,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/481,False,2017-03-29 22:22:23
482,Butternut,,mdhq-default,,True,,,,,,supplement,482,Source of Tryptophan; Butternut meal; Butternut Squash Seed; Butternut Bark Extract,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/482,False,2017-03-29 22:22:23
483,Cabbage,,mdhq-default,,True,,,,,,supplement,483,Indole-3-Carbinol; Cabbage Concentrate; Cruciferous Vegetable,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/483,False,2017-03-29 22:22:23
484,Cacao (Chocolate) Bean Extract,,mdhq-default,,True,,,,,,supplement,484,Chocolate; Cocoa Extract; Cocoa or Cocoa Butter [bean]; Cacao Bean Extract; Theobroma cacao Extract; Theobromine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/484,False,2017-03-29 22:22:23
485,Caffeine,,mdhq-default,,True,,,,,,supplement,485,Cocoa Extract; Caffeine Citrate; Kola Nut (Cola acuminata) Extract [seed]; Kola Nut Extract; Methylxanthine; Theobroma cacao Extract; Theobromine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/485,False,2017-03-29 22:22:23
486,Calcium,,mdhq-default,,True,,,,,,supplement,486,"Calcium (as ascorbate); Calcium Phosphate, dibasic; Calcium Phosphate, tribasic; Calcium Silicate; Calcium Spirulina Chelate; Calcium Spirulina Chelates; Calcium Succinate; Calcium Sulfate; Calcium Triphosphate; Coral Calcium; Dicalcium Phosphate; Bone Meal; Bone Meal (Calcium); Calcium (Coral); Calcium (Oyster Shell); Calcium Amino Acid Chelates; Calcium Ascorbate; Calcium Aspartate; Calcium Bisglycinate; Calcium Carbonate; Calcium Caseinate; Calcium Citrate; Calcium D-Glucarate; Calcium d-Pantothenate; Calcium Glucarate; Calcium Gluconate; Calcium Glycinate; Calcium Histidinate; Calcium Hydroxyapatite; Calcium Hydroxycitrate; Calcium Ketoglutarate; Calcium Lactate; Calcium Malate; Calcium Pantothenate; Calcium Phosphate; Oyster Shell Calcium; Tricalcium Phosphate; Calcium beta-Hydroxy beta-Methylbutyrate Monohydrate (HMB)",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/486,False,2017-03-29 22:22:23
487,Calcium D-Glucarate,,mdhq-default,,True,,,,,,supplement,487,CDG; Calcium Salt of D-glucaric acid,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/487,False,2017-03-29 22:22:23
488,Calcium Pyruvate Monohydrate,,mdhq-default,,True,,,,,,supplement,488,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/488,False,2017-03-29 22:22:23
489,Calcium-Magnesium Inositol Hexaphosphate,,mdhq-default,,True,,,,,,supplement,489,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/489,False,2017-03-29 22:22:23
490,Calendula,,mdhq-default,,True,,,,,,supplement,490,Calendula officinalis; Garden Marigold; Poet's Marigold,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/490,False,2017-03-29 22:22:23
491,Campestanol,,mdhq-default,,True,,,,,,supplement,491,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/491,False,2017-03-29 22:22:23
492,Campesterol,,mdhq-default,,True,,,,,,supplement,492,Plant Sterols; Phytosterols; 24-Methylcholesterol; 24 alpha-methylcholest-5-en beta-ol,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/492,False,2017-03-29 22:22:23
493,Camu Camu berry freeze dried (Myriciaria dubia),,mdhq-default,,True,,,,,,supplement,493,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/493,False,2017-03-29 22:22:23
494,Canola Oil,,mdhq-default,,True,,,,,,supplement,494,"Omega-6, Omega-3 Fatty Acids; alpha_Linolenic Acid (ALA); Vegetable Oil; Rapeseed oil",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/494,False,2017-03-29 22:22:23
495,Capric Acid,,mdhq-default,,True,,,,,,supplement,495,,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/495,False,2017-03-29 22:22:23
496,Caprylic Acid,,mdhq-default,,True,,,,,,supplement,496,Caprylic Acid (as Magnesium Caprylate); Coconut Oil; Short Chain Saturated Fatty Acid; Sodium Caprylate; Calcium Caprylate; Octanoic Acid; 1-heptanecarboxylic Acid,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/496,False,2017-03-29 22:22:23
497,Carnitine,,mdhq-default,,True,,,,,,supplement,497,L-Carnitine; L-Carnitine Fumarate; L-Carnitine Tartrate,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/497,False,2017-03-29 22:22:23
498,"Carnitine, Acetyl-L",,mdhq-default,,True,,,,,,supplement,498,"Carnitine, Acetyl-L-; Acetyl L-Carnitine; Acetyl L-Carnitine Hydrochloride; Acetyl-L-Carnitine Hydrochloride; Acetylcarnitine",Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/498,False,2017-03-29 22:22:23
499,Carnosic Acid/Carnosine,,mdhq-default,,True,,,,,,supplement,499,Rosemary Leaf; Antioxidants; RoseOx (Registered Trademark); Carnosic Acid,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/499,False,2017-03-29 22:22:23
500,Carotene,,mdhq-default,,True,,,,,,supplement,500,Carotenoids; Provitamin A Carotenoids; Antioxidants; Carrot Juice; beta-Carotene,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/500,False,2017-03-29 22:22:23
501,Carotenoids,,mdhq-default,,True,,,,,,supplement,501,beta-Carotene; Lutein; Lycopene; Mixed Carotenoids; Xanthophylls; Zeaxanthin,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/501,False,2017-03-29 22:22:23
502,Carrot,,mdhq-default,,True,,,,,,supplement,502,Carrot Root; Daucus carota,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/502,False,2017-03-29 22:22:23
503,Cascara sagrada,,mdhq-default,,True,,,,,,supplement,503,Cascara Sagrada (Rhamnus purshiana) (bark); Cascara Sagrada (Rhamnus purshiana) Powder [bark]; Cascarosides; Rhamnus purshiana,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/503,False,2017-03-29 22:22:23
504,Casein,,mdhq-default,,True,,,,,,supplement,504,Casein (milk protein); Casein Hydrolysate; Casein Isolate; Caseinates; Complete Milk; Milk Protein; Sodium Caseinate; Whey Protein,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/504,False,2017-03-29 22:22:23
505,Cassia,,mdhq-default,,True,,,,,,supplement,505,Cassia (Cassia mimosoides) Extract [aerial or pods]; Cassia (Cassia normane) Extract [bark or dried aerial parts]; Cassia (Cinnamon)  ID: 977000660; Cassia mimosoides Extract; Cassia normane Extract; Cinnamon,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/505,False,2017-03-29 22:22:23
506,Catalase,,mdhq-default,,True,,,,,,supplement,506,Enzyme,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/506,False,2017-03-29 22:22:23
507,Catechins,,mdhq-default,,True,,,,,,supplement,507,Polyphenols; Antioxidant; Flavonoids; Teas; Chocolate; Camellia sinensis,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/507,False,2017-03-29 22:22:23
508,Catnip,,mdhq-default,,True,,,,,,supplement,508,Catnip (Nepata cataria) [leaf or aerial]; Nepeta cataria,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/508,False,2017-03-29 22:22:23
509,Cats Claw,,mdhq-default,,True,,,,,,supplement,509,Cats Claw (Uncaria tomentosa) ; Uncaria tomentosa,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/509,False,2017-03-29 22:22:23
510,Catuaba,,mdhq-default,,True,,,,,,supplement,510,Catuaba Bark Extract; Erythroxylum catuaba; Chuchuhuasha; Tatuaba; Caramuru; Pau de Reposta; Catauba,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/510,False,2017-03-29 22:22:23
511,Cauliflower,,mdhq-default,,True,,,,,,supplement,511,Cauliflower Floret Powder; Brassica oleracea,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/511,False,2017-03-29 22:22:23
512,Cayenne Pepper,,mdhq-default,,True,,,,,,supplement,512,Capsaicin; Capsicum annuum; Capsicum fruitescens; Capsicum Oleoresin; Cayenne Pepper (Capsicum frutescens) [fruit] (ID: EY4923000); Chili Pepper; Red Pepper; Hot Pepper; Spanish Pepper,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/512,False,2017-03-29 22:22:23
513,CDP Choline,,mdhq-default,,True,,,,,,supplement,513,Cytidine Diphosphate Choline ; Cytidine 5-diphosphocholine,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/513,False,2017-03-29 22:22:23
514,Celadrin,,mdhq-default,,True,,,,,,supplement,514,Proprietary Blend; Formulation of Esterified Fatty Acids,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/514,False,2017-03-29 22:22:23
515,Celandine ,,mdhq-default,,True,,,,,,supplement,515,Chelidonium majus; Tetterwort,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/515,False,2017-03-29 22:22:23
516,Celery,,mdhq-default,,True,,,,,,supplement,516,Celery seed (Apium graveolens); Celery (Apium graveolens) Extract [seed]; Celery Seed Extract; Apium graveolens,Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/516,False,2017-03-29 22:22:23
517,Cellulase,,mdhq-default,,True,,,,,,supplement,517,Enzyme (cellulose),Supplement,0,,1,,https://rthmehr.md-hq.com/api/v1/supplements/517,False,2017-03-29 22:22:23
